postcode,locality,state,lat,lon
200,ANU,ACT,-35.2777,149.119
200,Australian National University,ACT,-35.2776999,149.118527
800,DARWIN,NT,-12.3932794,130.7766611
800,DARWIN CITY,NT,-12.3932794,130.7766611
801,DARWIN,NT,-12.4634403,130.8456418
804,PARAP,NT,-12.4324801,130.8462536
810,ALAWA,NT,-12.38,130.873
810,BRINKIN,NT,-12.37,130.867
810,CASUARINA,NT,-12.373333,130.881667
810,COCONUT GROVE,NT,-12.3989,130.852
810,JINGILI,NT,-12.386667,130.875278
810,LEE POINT,NT,-12.339444,130.893056
810,LYONS,NT,-12.3603,130.889
810,MILLNER,NT,-12.391111,130.863208
810,MOIL,NT,-12.388889,130.879167
810,MUIRHEAD,NT,-12.3583,130.896
810,NAKARA,NT,-12.369444,130.878056
810,NIGHTCLIFF,NT,-12.383,130.849
810,RAPID CREEK,NT,-12.380833,130.862222
810,TIWI,NT,-12.363333,130.880278
810,WAGAMAN,NT,-12.3825,130.885
810,WANGURI,NT,-12.3725,130.887778
811,CASUARINA,NT,-12.373333,130.881667
812,ANULA,NT,-12.3928,130.89
812,BUFFALO CREEK,NT,-12.3464,130.921
812,HOLMES,NT,-12.3961,130.921
812,KARAMA,NT,-12.401069,130.916889
812,LEANYER,NT,-12.379444,130.8975
812,MALAK,NT,-12.393,130.904
812,MARRARA,NT,-12.398333,130.88
812,NORTHLAKES,NT,-12.3958,130.895
812,SANDERSON,NT,-12.3889,130.898
812,WOODLEIGH GARDENS,NT,-12.3794,130.898
812,WULAGI,NT,-12.384444,130.893056
813,SANDERSON,NT,-19.4914,132.551
814,NIGHTCLIFF,NT,-12.383,130.849
815,CHARLES DARWIN UNIVERSITY,NT,-12.3718,130.869
820,BAGOT,NT,-12.411487,130.85541
820,BAYVIEW,NT,-12.4403118,130.860162
820,CHARLES DARWIN,NT,-12.4359223,130.8786503
820,COONAWARRA,NT,-12.429722,130.911667
820,CULLEN BAY,NT,-12.4533181,130.8250685
820,DARWIN DC,NT,-12.4634,130.846
820,DARWIN INTERNATIONAL AIRPORT,NT,-12.4154,130.883
820,DARWIN MC,NT,-12.3964,130.904
820,EAST POINT,NT,-12.410833,130.822222
820,EATON,NT,-12.4256,130.865
820,FANNIE BAY,NT,-12.425,130.836389
820,LARRAKEYAH,NT,-12.458611,130.821667
820,LUDMILLA,NT,-12.414524,130.8500471
820,PARAP,NT,-12.4324801,130.8462536
820,RAAF BASE DARWIN,NT,-12.4253,130.864
820,STUART PARK,NT,-12.448611,130.841667
820,THE GARDENS,NT,-12.448611,130.836389
820,THE NARROWS,NT,-12.427778,130.860556
820,WINNELLIE,NT,-12.428889,130.869722
820,WOOLNER,NT,-12.437778,130.8475
821,WINNELLIE,NT,-12.428889,130.869722
822,ACACIA HILLS,NT,-12.7541536,131.1489404
822,ANGURUGU,NT,-13.9812,136.461
822,ANINDILYAKWA,NT,-13.861,136.441
822,ANNIE RIVER,NT,-14.4942,143.751
822,BATHURST ISLAND,NT,-11.7365,130.431
822,BEES CREEK,NT,-12.555285,131.059105
822,BELYUEN,NT,-12.5382,130.683
822,BLACK JUNGLE,NT,-12.5233,131.207
822,BLACKMORE,NT,-12.741,130.933
822,BORDER STORE,NT,-12.4244,132.964
822,BURRUNDIE,NT,-13.4511,131.387
822,BYNOE,NT,-12.8006,130.613
822,BYNOE HARBOUR,NT,-12.6605,130.587
822,CAMP CREEK,NT,-13.1735,130.932
822,CHANNEL ISLAND,NT,-12.5532,130.866
822,CHARLES DARWIN,NT,-12.4359,130.879
822,CHARLOTTE,NT,-12.7152,130.886
822,CLARAVALE,NT,-14.4956,131.353
822,COBOURG,NT,-11.3952,132.268
822,COLLETT CREEK,NT,-12.8628,130.95
822,COOMALIE CREEK,NT,-13.0603,131.106
822,COX PENINSULA,NT,-12.4470329,130.7412751
822,CROKER ISLAND,NT,-11.1764,132.531
822,DALY RIVER,NT,-13.7128168,130.6872034
822,DARWIN MC,NT,-12.4581,130.84
822,DARWIN RIVER DAM,NT,-12.8947,131.14
822,DELISSAVILLE,NT,-12.5382,130.683
822,DOUGLAS-DALY,NT,-13.8005,131.344
822,EAST ARM,NT,-12.4794,130.914
822,EAST ARNHEM,NT,-12.2535,136.837
822,ELRUNDIE,NT,-12.4796,130.96
822,EVA VALLEY,NT,-13.1239,131.007
822,FINNISS VALLEY,NT,-13.0245,130.942
822,FLEMING,NT,0,0
822,FLY CREEK,NT,-12.8012,131.069
822,FREDS PASS,NT,-12.5398,131.055
822,GALIWINKU,NT,-12.0247,135.568
822,GLYDE POINT,NT,-12.1797,131.08
822,GOULBOURN ISLAND,NT,-11.614,133.397
822,GOULBURN ISLAND,NT,-11.614,133.397
822,GUNBALANYA,NT,-12.3255,133.055
822,GUNN POINT,NT,-12.2078463,131.0331717
822,HAYES CREEK,NT,-13.5833,131.46
822,HIDDEN VALLEY,NT,-12.4447,130.912
822,HOTHAM,NT,-12.344,131.406
822,HUGHES,NT,-12.6884,131.101
822,KAKADU,NT,-12.6661,132.894
822,KOOLPINYAH,NT,-12.3225,131.138
822,LAKE BENNETT,NT,-12.9592,131.165
822,LAMBELLS LAGOON,NT,-12.5762506,131.2394314
822,LITCHFIELD PARK,NT,-13.1292,130.803
822,LIVINGSTONE,NT,-12.682903,131.081889
822,LLOYD CREEK,NT,-12.6208,131.122
822,MANDORAH,NT,-12.4449,130.759
822,MANINGRIDA,NT,-12.0561356,134.2311504
822,MARANUNGA,NT,-13.7083,130.709
822,MARGARET RIVER,NT,-13.295,131.197
822,MCMINNS LAGOON,NT,-12.5459321,131.0746794
822,MICKETT CREEK,NT,-12.4059,130.955
822,MIDDLE POINT,NT,-12.5647934,131.325275
822,MILINGIMBI,NT,-12.0939,134.897
822,MILLWOOD,NT,-11.8764,131.92
822,MILYAKBURRA,NT,-13.7793,136.202
822,MINJILANG,NT,-11.1483,132.577
822,MOUNT BUNDEY,NT,-12.9038,131.677
822,MURRUMUJUK,NT,-12.2804,131.065
822,NAUIYU,NT,-13.7504,130.688
822,NEMARLUK,NT,-14.1739,130.161
822,NGANMARRIYANGA,NT,-14.335,129.883
822,NGUIU,NT,-11.7608881,130.6330634
822,NUMBULWAR,NT,-14.2762,135.74
822,NUMBURINDI,NT,-13.9594,135.795
822,OENPELLI,NT,-12.3255375,133.0550335
822,PEPPIMENARTI,NT,-14.1457,130.083
822,PIRLANGIMPI,NT,-11.3903,130.421
822,POINT STEPHENS,NT,-11.8763843,131.9196471
822,POINT STUART,NT,-12.5739,131.732
822,PULARUMPI,NT,-11.403865,130.4174858
822,PULUMPA,NT,-14.335,129.883
822,RAKULA,NT,-13.1205,130.657
822,RAMINGINING,NT,-12.3283,134.928
822,ROBIN FALLS,NT,-13.3093,131.147
822,RUM JUNGLE,NT,-13.0246,130.968
822,SANDPALMS ROADHOUSE,NT,-12.8131,130.617
822,SOUTHPORT,NT,-12.722222,130.949167
822,STAPLETON,NT,-13.2008,130.976
822,THAMARRURR,NT,-14.201,129.641
822,TIPPERARY,NT,-13.54,130.838
822,TIVENDALE,NT,-12.4651,130.951
822,TIWI ISLANDS,NT,-11.6969,130.878
822,TORTILLA FLATS,NT,-13.0845,131.125
822,TUMBLING WATERS,NT,-12.7656,130.956
822,UMBAKUMBA,NT,-13.86112,136.811614
822,VERNON ISLANDS,NT,-12.0595,131.094
822,VIRGINIA,NT,-12.5483,131.017
822,WADEYE,NT,-14.2408378,129.5207566
822,WAGAIT BEACH,NT,-12.435556,130.748056
822,WAK WAK,NT,-12.6619,131.335
822,WARRUWI,NT,-11.6579,133.378
822,WEDDELL,NT,-12.6733614,131.0477672
822,WEST ARNHEM,NT,-12.2562,133.657
822,WICKHAM,NT,-12.5733,130.925
822,WINNELLIE,NT,-12.428889,130.869722
822,WISHART,NT,-12.455,130.931
822,WOOLANING,NT,-13.10391,130.667007
822,WURRUMIYANGA,NT,-11.7609,130.633
828,BERRIMAH,NT,-12.433889,130.922778
828,KNUCKEY LAGOON,NT,-12.425833,130.942222
829,HOLTZE,NT,-12.4587,130.961
829,PINELANDS,NT,-12.4587,130.961
830,ARCHER,NT,-12.5164,130.971
830,DRIVER,NT,-12.485085,130.973005
830,DURACK,NT,-12.475085,130.973005
830,FARRAR,NT,-12.478,130.991
830,GRAY,NT,-12.492205,130.978915
830,MARLOW LAGOON,NT,-12.498405,130.964515
830,MOULDEN,NT,-12.51,130.976
830,PALMERSTON,NT,-12.4784614,130.9851852
830,SHOAL BAY,NT,-12.4122468,130.9716227
830,WOODROFFE,NT,-12.499539,130.981
830,YARRAWONGA,NT,-12.471085,130.990115
831,PALMERSTON,NT,-12.4784614,130.9851852
832,BAKEWELL,NT,-12.4987,130.993
832,BELLAMACK,NT,-12.5148,130.981
832,GUNN,NT,-12.488685,130.991515
832,JOHNSTON,NT,-12.4864,131.01
832,MITCHELL,NT,-12.5291024,130.9943034
832,ROSEBERY,NT,-12.504825,130.991815
832,ROSEBERY HEIGHTS,NT,-12.501829,130.9884539
832,ZUCCOLI,NT,-12.5102,131.007
834,VIRGINIA,NT,-12.5405,131.029
835,Coolalinga,NT,-12.5242,131.042
835,HOWARD SPRINGS,NT,-12.4779013,131.0696413
835,VIRGINIA,NT,-12.4779013,131.0696413
836,HERBERT,NT,-12.542319,131.157189
836,HUMPTY DOO,NT,-12.5753,131.102
837,MANTON,NT,-12.8316015,131.1604226
837,NOONAMAH,NT,-12.6342,131.074
838,BERRY SPRINGS,NT,-12.7174085,131.0192349
839,COOLALINGA,NT,-12.5188645,131.0406631
840,DUNDEE BEACH,NT,-12.7575418,130.3928484
840,DUNDEE DOWNS,NT,-12.7669665,130.5025384
840,DUNDEE FOREST,NT,-12.8042078,130.4484499
841,DARWIN RIVER,NT,-12.8357379,130.9788775
845,BATCHELOR,NT,-13.0785018,131.0625213
846,ADELAIDE RIVER,NT,-13.1748284,131.1401349
847,PINE CREEK,NT,-13.8380256,131.8004409
850,COSSACK,NT,-14.5052,132.193
850,EMUNGALAN,NT,-14.4412,132.258
850,KATHERINE,NT,-14.4521139,132.2715145
850,KATHERINE EAST,NT,-14.4662,132.285
850,KATHERINE SOUTH,NT,-14.469,132.259
850,LANSDOWNE,NT,-14.4487,132.366
851,KATHERINE,NT,-14.4521139,132.2715145
852,ARNOLD,NT,-16.4713,134.287
852,BAINES,NT,-15.9785,129.003
852,BARUNGA,NT,-14.5208,132.865
852,BESWICK,NT,-14.5582999,133.1141375
852,BESWICK CREEK,NT,-14.5643,133.072
852,BINJARI,NT,-14.5501,132.184
852,BIRDUM,NT,-16.3068,133.385
852,BRADSHAW,NT,-15.3589,131.266
852,BUCHANAN,NT,-17.1074,129.045
852,BULMAN WEEMOL,NT,-13.6539,134.315
852,CRESWELL,NT,-17.9463,135.472
852,DAGURAGU,NT,-17.4193,130.802
852,DALY WATERS,NT,-16.253333,133.369167
852,DELAMERE,NT,-15.6848,131.672
852,DUNMARRA,NT,-16.6797,133.412
852,EDITH,NT,-14.3044,132.082
852,EDITH RIVER,NT,-14.2547,131.893
852,ELSEY,NT,-14.9948,133.471
852,ELSEY STATION,NT,-15.0842,133.124
852,FLORINA,NT,-14.577,132.028
852,FLYING FOX,NT,-13.6636,134.349
852,GREGORY,NT,-15.6379,130.867
852,GULUNG MARDRULK,NT,-13.6601,134.353
852,GURINDJI,NT,-17.6566,130.907
852,HELEN SPRINGS STATION,NT,-18.4336,133.876
852,JILKMINGGAN,NT,-14.9615,133.293
852,KALKARINDJI,NT,-17.4333,130.833
852,KALKARINGI,NT,-17.4333,130.833
852,KATHERINE,NT,-14.4521139,132.2715145
852,LAJAMANU,NT,-18.3325453,130.6337664
852,LARRIMAH,NT,-15.5748288,133.2170993
852,LIMMEN,NT,-14.8928,135.01
852,MANBULLOO,NT,-14.6762852,132.0873958
852,MARANBOY,NT,-14.5267,132.787
852,MATARANKA,NT,-14.9234,133.066
852,MCARTHUR,NT,-16.625,135.8
852,MINIYERI,NT,-15.2254,134.08
852,NGUKURR,NT,-14.7328,134.732
852,NITMILUK,NT,-14.0753,131.983
852,NUMBULWAR,NT,-14.2762335,135.740254
852,PELLEW ISLANDS,NT,-15.6608,136.814
852,PIGEON HOLE,NT,-16.7872,131.214
852,ROBINSON RIVER,NT,-16.1585,137.175
852,STURT PLATEAU,NT,-15.6591,132.612
852,TANAMI EAST,NT,-16.7552,132.571
852,TIMBER CREEK,NT,-15.6432,130.467
852,TOP SPRINGS,NT,-16.5503,131.803
852,URALLA,NT,-14.4858,132.32
852,VENN,NT,-14.5934,132.48
852,VICTORIA RIVER,NT,-16.7123,130.518
852,VICTORIA RIVER DOWNS,NT,-15.6164,131.128
852,WARUMUNGU,NT,-19.4366,134.223
852,WAVE HILL,NT,-17.433333,130.833333
852,WILTON,NT,-14.4025,135.086
852,YARRALIN,NT,-16.4526,130.842
853,TINDAL,NT,-14.5473,132.374
853,TINDAL RAAF,NT,-14.5129,132.365
854,BORROLOOLA,NT,-16.0684461,136.3097128
854,KING ASH BAY,NT,-15.9335,136.483
860,TENNANT CREEK,NT,-19.6573896,134.1815176
861,BRUNCHILLY,NT,-18.874571,134.500504
861,TENNANT CREEK,NT,-19.648362,134.1899907
862,AVON DOWNS,NT,-20.0303016,137.4905275
862,CALVERT,NT,-17.1338,137.494
862,CRESSWELL DOWNS,NT,-19.2033786,136.3866597
862,ELLIOTT,NT,-17.553611,133.544722
862,HELEN SPRINGS,NT,-18.260772,133.9974132
862,MUCKATY STATION,NT,-18.9177993,136.516262
862,NEWCASTLE WATERS,NT,-17.366667,133.4
862,NICHOLSON,NT,-19.0601,136.689
862,PAMAYU,NT,-18.3189,133.795
862,PHILLIP CREEK STATION,NT,-18.7922,134.031
862,RENNER SPRINGS,NT,-18.3182596,133.7947048
862,TABLELANDS,NT,-19.7089,135.827
862,TENNANT CREEK,NT,-19.648362,134.1899907
862,THREE WAYS,NT,-19.6484,134.19
862,WARREGO,NT,-18.9177993,136.516262
862,WOLLOGORANG STATION,NT,-18.9177993,136.516262
862,WYCLIFFE WELL,NT,-20.8,134.233
870,ALICE SPRINGS,NT,-23.698042,133.8807471
870,ARALUEN,NT,-23.6961,133.853
870,BRAITLING,NT,-23.6753,133.865
870,CICCONE,NT,-23.6926,133.87
870,DESERT SPRINGS,NT,-23.7142,133.889
870,EAST SIDE,NT,-23.6887,133.901
870,GILLEN,NT,-23.7085,133.865
870,SADADEEN,NT,-23.7044,133.903
870,STUART,NT,-23.6765,133.882
870,THE GAP,NT,-23.7146,133.874
870,WHITE GUMS,NT,-23.7549,133.772
871,ALICE SPRINGS,NT,-23.698042,133.8807471
872,AHERRENGE,NT,-21.6721,135.232
872,ALI CURUNG,NT,-21.0027811,134.4048542
872,ALICE SPRINGS,NT,-23.698042,133.8807471
872,AMATA,NT,-26.1508962,131.1466585
872,AMATA,SA,0,0
872,AMOONGUNA,NT,-23.7637984,133.9293711
872,AMPILATWATJA,NT,-21.6565,135.225
872,ANANGU PITJANTJATJARA YANKUNYTJATJARA,NT,-23.5887,131.281
872,ANATYE,NT,-22.6893,136.411
872,ANMATJERE,NT,-22.2457,133.425
872,ANTEWENEGERRDE,NT,-23.5887,131.281
872,AREYONGA,NT,-24.073056,132.269167
872,ATITJERE,NT,-22.9797,134.932
872,AYERS RANGE SOUTH,SA,-26.1906,133.268
872,AYERS ROCK,NT,-25.3444,131.037
872,BARROW CREEK,NT,-21.3799,133.976
872,BURT PLAIN,NT,-23.5343,133.863
872,CANTEEN CREEK,NT,-20.64,135.588
872,CHILLA WELL,NT,-21.5428,131
872,COSTELLO,NT,-21.152,136.998
872,DAVENPORT,NT,-21.5123,133.905
872,DE ROSE HILL,SA,-26.5561,133.311
872,DOCKER RIVER,NT,-24.8742,129.084
872,ENGAWALA,NT,-22.8053,134.458
872,ERLDUNDA,NT,-25.1977877,133.2007976
872,ERNABELLA,SA,-26.2796,132.134
872,ERNABELLA (PUKATJA),SA,-26.2796,132.134
872,FINKE,NT,-25.5815982,134.5776916
872,FREGON,SA,-26.7655,132.028
872,GHAN,NT,-25.199,133.202
872,GIBSON DESERT NORTH,WA,-22.2876036,126.8924386
872,GIBSON DESERT SOUTH,WA,-25.0143,126.93
872,HAASTS BLUFF,NT,-23.447,131.882
872,HALE,NT,-23.6812,134.218
872,HART,NT,-22.9799,134.919
872,HART RANGE,NT,-23.1667,134.833
872,HERMANNSBURG,NT,-23.9431,132.778
872,HUGH,NT,-23.8128,133.847
872,IMAMPA,NT,-25.1299,132.57
872,IMANPA,NT,-25.1299,132.57
872,INDULKANA,SA,-26.9661,133.308
872,INDULKANA (IWANTJA),SA,-26.9661,133.308
872,ININTI STORE,NT,-25.3476,131.065
872,IWANTJA,SA,-26.9661,133.308
872,JAY CREEK,NT,-23.8254,133.482
872,KALKA,SA,-26.1171,129.152
872,KALTJITI,SA,-26.7655,132.028
872,KALTUKATJARA,NT,-24.8742,129.084
872,KANPI,SA,-26.1676,130.118
872,KINGS CREEK STATION,NT,0,0
872,KINTORE,NT,-23.276389,129.390278
872,KIWIRRKURRA,WA,-22.8151,127.762
872,KULGERA,NT,-25.8436,133.288
872,KUNPARRKA,NT,-23.1989,131.801
872,LAKE MACKAY,NT,-22.5939,128.695
872,LAMBINA,SA,-26.9884,134.021
872,LARAMBA,NT,-22.5421,132.761
872,MACDONNELL RANGE,NT,0,0
872,MEREENIE,NT,-23.8953,131.826
872,MIMILI,SA,-27.0061,132.71
872,MOUNT LIEBIG,NT,-23.2652,131.271
872,MOUNT ZEIL,NT,-23.6851,132.674
872,MULGA BORE,NT,-22.4526,134.211
872,MURPUTJA,SA,-26.1593,130.184
872,MURPUTJA HOMELANDS,NT,-26.1593,130.184
872,MUTITJULU,NT,-25.3507,131.067
872,NAMATJIRA,NT,-23.954,132.773
872,NGAANYATJARRA-GILES,WA,-25.0555,128.311
872,NYAPARI,SA,-26.1758,130.221
872,NYIRRIPI,NT,-22.6523,130.569
872,PAPUNYA,NT,-23.2039,131.915
872,PATJARR,WA,-24.6163,126.314
872,PETERMANN,NT,-24.2521,131.511
872,PIPALYATJARA,SA,-26.1621,129.171
872,PITJANTJATJARA HOMELANDS,NT,-23.5887,131.281
872,PUKATJA,SA,-26.2796,132.134
872,SANDOVER,NT,-21.8147,135.936
872,SANTA TERESA,NT,-24.129318,134.3741498
872,SIMPSON,NT,-25.0466,136.744
872,TANAMI,NT,-19.9564,129.697
872,TARA,NT,-21.4896,133.996
872,TELEGRAPH STATION,NT,0,0
872,THANGKENHARENGE,NT,-23.5887,131.281
872,TI TREE,NT,-22.1285552,133.4172066
872,TIEYON,SA,-26.1045,133.819
872,TITJIKALA,NT,-24.6802,134.075
872,TJIRRKARLI,WA,-26.0017,125.471
872,TJUKURLA,WA,-24.3475,128.719
872,ULURU,NT,-25.3444277,131.0368822
872,UMPANGARA,NT,-23.5887,131.281
872,UMUWA,SA,-26.4662,132.041
872,URAPUNTJA,NT,-21.8998,134.841
872,WALLACE ROCKHOLE,NT,-24.1236,133.09
872,WANARN,NT,-23.5887,131.281
872,WARAKURNA,WA,-25.0011,128.288
872,WATARRU,SA,-27.0236,129.901
872,WATINUMA,SA,-26.5224,131.881
872,WILLOWRA,NT,-21.2477653,132.6111369
872,WILORA,NT,-21.7463,133.726
872,WINGELLINA,WA,-26.0644,128.931
872,WUTUNUGURRA,NT,-20.4632,135.251
872,YUELAMU,NT,-22.2569675,132.2074134
872,YUENDUMU,NT,-22.2538136,131.7957309
872,YULARA,NT,-25.2334936,130.9848698
872,YUNYARINYI,SA,-26.3271,132.447
873,AMOONGUNA,NT,-23.7638,133.929
873,ARUMBERA,NT,-23.7695,133.868
873,CONNELLAN,NT,-23.7721,133.912
873,ILPARPA,NT,-23.7548,133.82
873,KILGARIFF,NT,-23.7499,133.876
873,ROSS,NT,-23.7455,133.901
874,IRLPME,NT,-23.6407,133.866
874,MOUNT JOHNS,NT,-23.723,133.89
874,UNDOOLYA,NT,-23.6848,133.922
875,FLYNN,NT,-23.7208,133.865
875,LARAPINTA,NT,-23.6931,133.831
880,GAPUWIYAK,NT,-12.5032,135.806
880,GOVE,NT,-12.1825,136.781944
880,GUNYANGARA,NT,-12.2256,136.702
880,NHULUNBUY,NT,-12.1825,136.781944
880,YIRRKALA,NT,-12.2528,136.892
881,NHULUNBUY,NT,-12.1825,136.781944
885,ALYANGULA,NT,-13.8529,136.422
886,JABIRU,NT,-12.6688351,132.8345405
906,WINNELLIE,NT,-12.428889,130.869722
907,WINNELLIE,NT,-12.428889,130.869722
909,CHARLES DARWIN UNIVERSITY,NT,-12.3718,130.869
909,UNIVERSITY,NT,-12.3718,130.869
1001,SYDNEY,NSW,-33.8688197,151.2092955
1002,SYDNEY,NSW,-33.8688197,151.2092955
1003,SYDNEY,NSW,-33.8688197,151.2092955
1004,SYDNEY,NSW,-33.8688197,151.2092955
1005,SYDNEY,NSW,-33.8688197,151.2092955
1006,SYDNEY,NSW,-33.8688197,151.2092955
1007,SYDNEY,NSW,-33.8688197,151.2092955
1008,SYDNEY,NSW,-33.8688197,151.2092955
1009,SYDNEY,NSW,-33.8688197,151.2092955
1010,SYDNEY,NSW,-33.8688197,151.2092955
1020,SYDNEY,NSW,-33.8688197,151.2092955
1021,SYDNEY,NSW,-33.8688197,151.2092955
1022,SYDNEY,NSW,-33.8688197,151.2092955
1023,SYDNEY,NSW,-33.8688197,151.2092955
1025,SYDNEY,NSW,-33.8688197,151.2092955
1026,SYDNEY,NSW,-33.8688197,151.2092955
1027,SYDNEY,NSW,-33.8688197,151.2092955
1028,SYDNEY,NSW,-33.8688197,151.2092955
1029,SYDNEY,NSW,-33.8688197,151.2092955
1030,SYDNEY,NSW,-33.8688197,151.2092955
1031,SYDNEY,NSW,-33.8688197,151.2092955
1032,SYDNEY,NSW,-33.8688197,151.2092955
1033,SYDNEY,NSW,-33.8688197,151.2092955
1034,SYDNEY,NSW,-33.8688197,151.2092955
1035,SYDNEY,NSW,-33.8688197,151.2092955
1036,SYDNEY,NSW,-33.8688197,151.2092955
1037,SYDNEY,NSW,-33.8688197,151.2092955
1038,SYDNEY,NSW,-33.8688197,151.2092955
1039,SYDNEY,NSW,-33.8688197,151.2092955
1040,SYDNEY,NSW,-33.8688197,151.2092955
1041,SYDNEY,NSW,-33.8688197,151.2092955
1042,SYDNEY,NSW,-33.8688197,151.2092955
1043,SYDNEY,NSW,-33.8688197,151.2092955
1044,SYDNEY,NSW,-33.8688197,151.2092955
1045,SYDNEY,NSW,-33.8688197,151.2092955
1046,SYDNEY,NSW,-33.8688197,151.2092955
1100,SYDNEY,NSW,-33.8688197,151.2092955
1101,SYDNEY,NSW,-33.8688197,151.2092955
1105,SYDNEY,NSW,-33.8688197,151.2092955
1106,SYDNEY,NSW,-33.8688197,151.2092955
1107,SYDNEY,NSW,-33.8688197,151.2092955
1108,SYDNEY,NSW,-33.8688197,151.2092955
1109,SYDNEY,NSW,-33.8688197,151.2092955
1110,SYDNEY,NSW,-33.8688197,151.2092955
1112,SYDNEY,NSW,-33.8688197,151.2092955
1113,SYDNEY,NSW,-33.8688197,151.2092955
1114,SYDNEY,NSW,-33.8688197,151.2092955
1115,SYDNEY,NSW,-33.8688197,151.2092955
1116,SYDNEY,NSW,-33.8688197,151.2092955
1117,SYDNEY,NSW,-33.8688197,151.2092955
1118,SYDNEY,NSW,-33.8688197,151.2092955
1119,SYDNEY,NSW,-33.8688197,151.2092955
1120,SYDNEY,NSW,-33.8688197,151.2092955
1121,SYDNEY,NSW,-33.8688197,151.2092955
1122,SYDNEY,NSW,-33.8688197,151.2092955
1123,SYDNEY,NSW,-33.8688197,151.2092955
1124,SYDNEY,NSW,-33.8688197,151.2092955
1125,SYDNEY,NSW,-33.8688197,151.2092955
1126,SYDNEY,NSW,-33.8688197,151.2092955
1127,SYDNEY,NSW,-33.8688197,151.2092955
1128,SYDNEY,NSW,-33.8688197,151.2092955
1129,SYDNEY,NSW,-33.8688197,151.2092955
1130,SYDNEY,NSW,-33.8688197,151.2092955
1131,SYDNEY,NSW,-33.8688197,151.2092955
1132,SYDNEY,NSW,-33.8688197,151.2092955
1133,SYDNEY,NSW,-33.8688197,151.2092955
1134,SYDNEY,NSW,-33.8688197,151.2092955
1135,SYDNEY,NSW,-33.8688197,151.2092955
1136,SYDNEY,NSW,-33.8688197,151.2092955
1137,SYDNEY,NSW,-33.8688197,151.2092955
1138,SYDNEY,NSW,-33.8688197,151.2092955
1139,SYDNEY,NSW,-33.8688197,151.2092955
1140,SYDNEY,NSW,-33.8688197,151.2092955
1141,SYDNEY,NSW,-33.8688197,151.2092955
1142,SYDNEY,NSW,-33.8688197,151.2092955
1143,SYDNEY,NSW,-33.8688197,151.2092955
1144,SYDNEY,NSW,-33.8688197,151.2092955
1145,SYDNEY,NSW,-33.8688197,151.2092955
1146,SYDNEY,NSW,-33.8688197,151.2092955
1147,SYDNEY,NSW,-33.8688197,151.2092955
1148,SYDNEY,NSW,-33.8688197,151.2092955
1149,SYDNEY,NSW,-33.8688197,151.2092955
1150,SYDNEY,NSW,-33.8688197,151.2092955
1151,SYDNEY,NSW,-33.8688197,151.2092955
1152,SYDNEY,NSW,-33.8688197,151.2092955
1153,SYDNEY,NSW,-33.8688197,151.2092955
1154,SYDNEY,NSW,-33.8688197,151.2092955
1155,SYDNEY,NSW,-33.8688197,151.2092955
1156,SYDNEY,NSW,-33.8688197,151.2092955
1157,SYDNEY,NSW,-33.8688197,151.2092955
1158,SYDNEY,NSW,-33.8688197,151.2092955
1159,SYDNEY,NSW,-33.8688197,151.2092955
1160,SYDNEY,NSW,-33.8688197,151.2092955
1161,SYDNEY,NSW,-33.8688197,151.2092955
1162,SYDNEY,NSW,-33.8688197,151.2092955
1163,SYDNEY,NSW,-33.8688197,151.2092955
1164,SYDNEY,NSW,-33.8688197,151.2092955
1165,SYDNEY,NSW,-33.8688197,151.2092955
1166,SYDNEY,NSW,-33.8688197,151.2092955
1167,SYDNEY,NSW,-33.8688197,151.2092955
1168,SYDNEY,NSW,-33.8688197,151.2092955
1169,SYDNEY,NSW,-33.8688197,151.2092955
1170,SYDNEY,NSW,-33.8688197,151.2092955
1171,SYDNEY,NSW,-33.8688197,151.2092955
1172,SYDNEY,NSW,-33.8688197,151.2092955
1173,SYDNEY,NSW,-33.8688197,151.2092955
1174,SYDNEY,NSW,-33.8688197,151.2092955
1175,SYDNEY,NSW,-33.8688197,151.2092955
1176,SYDNEY,NSW,-33.8688197,151.2092955
1177,SYDNEY,NSW,-33.8688197,151.2092955
1178,SYDNEY,NSW,-33.8688197,151.2092955
1179,SYDNEY,NSW,-33.8688197,151.2092955
1180,SYDNEY,NSW,-33.8688197,151.2092955
1181,SYDNEY,NSW,-33.8688197,151.2092955
1182,SYDNEY,NSW,-33.8688197,151.2092955
1183,SYDNEY,NSW,-33.8688197,151.2092955
1184,SYDNEY,NSW,-33.8688197,151.2092955
1185,SYDNEY,NSW,-33.8688197,151.2092955
1186,SYDNEY,NSW,-33.8688197,151.2092955
1187,SYDNEY,NSW,-33.8688197,151.2092955
1188,SYDNEY,NSW,-33.8688197,151.2092955
1189,SYDNEY,NSW,-33.8688197,151.2092955
1190,SYDNEY,NSW,-33.8688197,151.2092955
1191,SYDNEY,NSW,-33.8688197,151.2092955
1192,SYDNEY,NSW,-33.8688197,151.2092955
1193,SYDNEY,NSW,-33.8688197,151.2092955
1194,SYDNEY,NSW,-33.8688197,151.2092955
1195,SYDNEY,NSW,-33.8688197,151.2092955
1196,SYDNEY,NSW,-33.8688197,151.2092955
1197,SYDNEY,NSW,-33.8688197,151.2092955
1198,SYDNEY,NSW,-33.8688197,151.2092955
1199,SYDNEY,NSW,-33.8688197,151.2092955
1201,SYDNEY,NSW,-33.8688197,151.2092955
